homework_1,homework_2,homework_3,quiz_1,quiz_2,midterm_score,final_exam,attendance_rate,final_score,performance_label
5.5,7.0,7.0,5.5,7.0,5.0,5.8,0.85,5.4,Average
4.0,4.0,5.0,5.0,4.0,5.5,4.3,1.0,4.4,Weak
4.0,4.5,6.0,5.0,5.5,5.5,4.5,0.9,4.6,Weak
7.0,7.5,4.0,5.0,5.0,6.5,5.6,0.6,5.8,Average
6.5,8.5,8.0,7.5,6.5,7.0,7.4,1.0,7.3,Good
1.5,3.0,1.5,2.0,3.0,3.0,2.5,0.6,2.5,Weak
9.5,8.5,8.0,8.0,8.0,7.0,8.0,1.0,7.9,Good
7.0,8.5,6.5,7.0,8.0,7.5,6.5,0.6,6.8,Good
3.5,2.5,3.0,5.0,3.5,4.0,5.9,1.0,4.4,Weak
4.0,3.0,3.5,5.5,4.0,4.5,5.8,1.0,4.4,Weak
9.5,8.0,10.0,8.0,8.5,8.5,9.2,1.0,8.5,Excellent
3.5,1.5,1.5,2.0,3.0,3.5,2.9,0.65,2.5,Weak
3.0,4.5,5.5,5.5,5.0,4.0,5.0,0.8,4.7,Weak
3.5,3.5,3.0,3.0,4.5,4.0,0.0,1.0,2.4,Weak
5.5,5.0,6.0,5.0,6.5,6.5,5.8,0.6,5.6,Average
1.0,3.0,3.0,2.0,3.0,3.5,0.1,1.0,1.5,Weak
5.5,3.5,6.0,6.0,3.0,5.0,0.0,1.0,3.2,Weak
5.5,7.5,5.5,7.0,6.0,5.0,5.9,1.0,5.6,Average
5.5,6.5,5.0,3.0,5.5,4.5,5.0,0.8,5.2,Average
3.0,5.0,3.5,4.5,4.0,3.5,5.3,0.8,4.6,Weak
8.0,8.5,10.0,8.0,8.5,8.5,7.7,1.0,8.3,Excellent
4.0,6.0,4.5,5.5,6.0,5.0,4.7,0.9,5.1,Average
4.0,2.0,3.5,2.5,3.5,4.0,4.0,0.6,4.0,Weak
6.5,8.5,7.5,9.0,6.0,7.0,8.3,1.0,7.6,Good
5.5,6.5,5.5,4.5,5.5,6.0,6.1,0.6,5.8,Average
6.0,5.5,8.0,7.0,7.0,7.5,7.1,0.8,7.0,Good
8.5,7.0,8.5,7.5,7.5,7.0,6.4,0.9,6.8,Good
6.0,6.0,6.0,7.0,6.5,6.5,6.5,0.6,6.1,Average
5.5,6.5,6.0,5.0,7.5,6.0,5.4,1.0,5.4,Average
7.5,10.0,7.5,7.5,7.5,8.0,7.6,0.8,7.5,Good
8.5,5.0,7.0,6.5,6.5,6.5,6.3,1.0,6.4,Average
6.5,6.0,5.5,5.0,5.5,5.0,5.4,0.8,5.4,Average
6.5,7.0,3.5,4.5,4.5,6.0,5.5,0.6,5.8,Average
5.5,6.5,5.5,4.5,5.5,6.0,6.2,0.6,5.8,Average
4.0,4.5,6.5,5.5,4.5,3.5,4.2,0.7,4.3,Weak
4.5,6.5,5.0,5.5,5.5,6.5,5.7,0.6,6.0,Average
2.5,2.5,3.5,3.0,3.0,3.5,3.8,0.75,3.3,Weak
7.0,7.0,8.5,6.5,6.5,7.0,7.7,0.9,7.7,Good
4.0,4.0,5.5,4.5,4.5,4.5,4.6,0.6,4.5,Weak
5.5,8.5,7.0,6.0,6.5,6.5,5.6,0.9,5.9,Average
1.5,2.5,1.0,2.5,3.0,2.5,0.0,1.0,1.8,Weak
4.0,2.5,4.5,4.5,4.0,4.5,3.1,0.6,3.6,Weak
5.5,6.5,5.5,4.5,5.5,6.0,6.1,0.6,5.8,Average
9.0,7.5,7.5,7.5,7.0,7.5,8.1,0.9,7.7,Good
5.5,6.5,6.5,6.5,5.0,5.0,6.3,0.6,5.7,Average
5.5,5.0,3.5,3.5,4.5,3.5,3.8,1.0,4.0,Weak
4.5,3.5,4.5,5.0,4.5,4.5,4.6,0.6,4.5,Weak
6.5,6.5,5.0,6.5,6.5,4.0,5.7,1.0,5.4,Average
8.0,9.0,8.5,8.5,9.0,8.5,9.0,0.6,8.7,Excellent
5.0,6.5,5.5,6.0,6.0,5.5,5.7,0.8,5.6,Average
6.5,6.5,5.0,6.5,6.5,4.0,5.5,1.0,5.4,Average
6.0,6.0,7.5,7.5,6.5,7.5,6.5,0.6,6.5,Good
5.5,3.5,4.5,4.5,3.5,5.0,4.0,0.6,4.0,Weak
5.0,6.0,5.5,4.5,7.0,5.5,5.1,1.0,5.4,Average
5.0,6.0,7.0,7.0,7.0,6.0,5.4,0.85,5.7,Average
1.5,2.0,3.0,0.5,0.5,3.0,0.0,1.0,1.3,Weak
5.5,5.0,5.5,5.0,6.0,5.5,5.3,0.7,5.1,Average
5.0,6.5,6.5,5.0,6.5,4.5,5.5,0.85,5.4,Average
8.0,6.5,8.0,7.0,7.0,6.5,6.8,0.9,6.8,Good
3.0,1.5,5.5,3.0,3.0,3.0,4.0,1.0,3.7,Weak
3.0,4.0,4.5,3.5,3.0,4.0,2.4,0.9,3.3,Weak
7.0,6.5,7.5,6.5,6.5,6.5,7.0,0.8,7.1,Good
10.0,9.0,8.5,8.5,8.5,7.5,7.9,1.0,7.9,Good
5.0,4.0,6.0,6.0,6.5,5.5,5.6,1.0,5.6,Average
4.5,5.5,5.0,4.0,6.5,5.0,5.0,1.0,5.4,Average
7.5,7.5,9.0,7.0,7.0,7.5,8.1,0.9,7.7,Good
5.0,4.5,5.5,4.5,6.0,6.0,6.1,0.6,5.6,Average
6.5,6.5,4.5,6.5,4.0,4.0,3.9,0.6,4.3,Weak
6.0,6.5,6.0,5.5,4.0,5.0,5.6,0.9,5.7,Average
3.5,2.5,2.5,4.5,3.0,3.0,3.8,0.6,3.8,Weak
4.5,6.0,5.0,4.0,3.5,4.5,4.9,0.9,4.3,Weak
8.0,8.0,9.5,8.5,7.0,7.5,8.8,0.9,8.4,Excellent
7.0,7.0,7.0,7.5,8.0,9.0,8.0,1.0,8.0,Excellent
0.0,0.0,0.0,0.0,0.0,4.0,0.3,1.0,1.0,Weak
2.5,3.5,5.5,4.0,4.5,3.0,3.6,1.0,3.8,Weak
6.5,6.5,7.5,7.0,8.0,7.0,7.1,0.7,6.7,Good
10.0,10.0,10.0,9.0,8.5,9.5,9.5,1.0,9.4,Excellent
4.5,6.5,6.0,5.0,4.5,5.5,4.8,1.0,5.2,Average
6.0,5.5,7.5,6.0,6.0,7.5,7.7,0.6,7.0,Good
7.5,9.0,7.0,7.0,8.5,6.0,7.3,1.0,7.2,Good
1.5,0.5,0.5,1.0,0.5,4.0,0.3,1.0,1.0,Weak
5.5,6.0,6.0,7.0,6.0,5.5,0.0,1.0,3.5,Weak
1.0,0.0,0.0,0.5,0.0,3.5,0.0,1.0,1.0,Weak
6.0,7.0,6.0,6.5,5.5,6.5,7.0,0.8,6.9,Good
4.0,4.0,5.0,6.5,5.5,5.0,5.1,0.6,5.1,Average
2.5,3.5,4.0,3.0,2.5,3.5,2.6,0.9,3.3,Weak
6.0,7.5,6.5,5.5,5.0,5.5,0.0,1.0,3.4,Weak
4.0,2.5,2.0,2.0,2.0,3.0,0.0,1.0,2.0,Weak
4.0,2.5,2.5,3.0,3.5,3.5,3.0,0.6,3.2,Weak
5.5,5.0,4.5,7.5,6.5,6.0,5.5,0.9,5.8,Average
3.0,5.5,4.5,6.0,3.5,6.0,5.6,0.9,5.2,Average
8.5,7.0,9.0,7.0,6.0,8.0,7.4,0.8,7.2,Good
4.0,4.0,4.5,3.5,2.5,4.0,4.0,0.9,3.8,Weak
4.0,4.0,3.5,4.0,5.0,5.0,5.3,0.7,4.8,Weak
4.5,7.0,6.0,5.5,5.5,4.0,4.2,0.9,4.3,Weak
8.0,6.0,7.0,8.5,6.5,5.5,6.7,0.7,6.2,Average
5.5,4.5,7.0,5.0,5.5,5.0,6.0,1.0,5.9,Average
8.0,7.5,7.5,6.5,8.0,6.5,7.6,1.0,7.2,Good
7.5,5.5,7.0,6.0,6.5,6.5,7.2,0.8,6.7,Good
5.5,2.0,4.0,4.5,4.5,3.0,4.9,0.7,4.5,Weak
3.5,3.5,2.5,4.5,5.0,3.0,4.0,0.6,3.7,Weak
4.0,3.0,3.0,5.0,3.5,3.5,3.8,0.6,3.8,Weak
4.0,2.0,2.5,3.5,2.0,3.5,3.1,0.8,3.4,Weak
5.5,5.5,4.5,5.0,5.5,5.0,5.2,1.0,5.4,Average
3.5,4.0,5.5,4.5,5.0,5.0,4.6,0.9,4.6,Weak
3.5,5.5,5.5,6.0,6.5,5.5,5.4,0.6,5.5,Average
7.0,6.0,7.0,7.0,7.5,5.5,6.8,0.7,6.1,Average
5.0,3.0,4.0,5.0,2.5,4.5,3.3,0.6,3.9,Weak
6.5,6.5,5.5,7.0,6.5,6.5,6.1,0.8,6.3,Average
5.5,6.0,7.0,6.5,5.5,4.5,7.1,0.8,6.3,Average
3.5,2.5,3.0,5.0,3.5,4.0,5.3,1.0,4.4,Weak
7.5,5.0,6.0,6.0,6.5,6.0,6.5,0.9,6.6,Good
7.0,5.5,3.0,5.5,5.5,4.5,5.9,0.8,5.5,Average
5.0,3.0,4.0,4.0,3.0,4.5,3.8,0.6,4.0,Weak
5.5,4.5,5.0,5.0,5.5,4.5,5.0,0.8,5.1,Average
6.0,3.0,5.0,6.0,5.0,6.5,5.6,0.6,5.6,Average
4.5,3.0,4.0,3.0,5.0,3.5,4.4,1.0,4.3,Weak
6.0,7.5,7.0,6.5,8.0,5.5,7.1,0.7,6.6,Good
4.5,2.5,3.0,4.0,2.5,4.0,2.8,0.8,3.4,Weak
5.0,5.0,5.0,6.0,5.5,5.5,6.3,0.6,6.1,Average
4.5,7.5,5.0,6.0,6.0,6.0,5.9,0.9,5.9,Average
6.5,3.0,5.0,5.5,5.5,4.0,5.2,0.7,4.5,Weak
2.5,2.0,2.5,3.5,2.5,3.5,2.9,0.8,3.0,Weak
4.0,4.0,4.0,4.0,5.5,5.0,4.3,0.6,4.9,Weak
8.5,8.0,7.0,8.5,7.0,7.5,7.6,1.0,7.3,Good
6.0,6.0,5.0,5.5,6.0,5.5,5.0,1.0,5.4,Average
8.0,8.0,7.5,7.5,7.0,8.0,8.3,0.75,7.8,Good
5.0,4.0,2.0,3.0,2.0,4.0,3.0,0.6,3.0,Weak
2.0,3.0,4.0,3.5,2.5,3.0,1.9,0.6,2.7,Weak
3.5,3.5,4.0,5.0,5.5,3.5,4.5,0.9,4.2,Weak
5.0,5.0,4.0,3.5,6.0,4.0,4.4,0.9,4.8,Weak
5.0,3.5,5.5,6.0,5.0,6.0,5.0,0.6,5.3,Average
0.0,0.0,0.0,0.5,0.5,5.0,0.3,1.0,1.4,Weak
0.5,0.0,0.5,0.0,0.0,3.0,0.3,1.0,0.8,Weak
3.5,5.5,4.5,3.5,4.0,4.5,0.0,1.0,2.8,Weak
6.0,6.0,7.0,6.5,6.0,6.0,5.9,1.0,6.1,Average
7.5,6.0,8.5,7.0,6.5,7.0,6.5,0.7,6.8,Good
5.5,3.5,6.0,6.0,3.0,5.0,0.1,1.0,3.2,Weak
6.0,5.0,8.5,6.5,7.5,6.0,7.7,0.9,7.3,Good
3.0,3.5,2.5,3.5,2.0,5.0,4.0,0.9,4.1,Weak
4.0,6.0,3.5,4.0,3.5,4.5,5.1,0.8,4.2,Weak
8.0,9.0,8.0,7.5,8.5,5.5,7.3,0.9,7.3,Good
6.0,6.0,5.0,5.5,6.0,5.5,5.2,1.0,5.4,Average
4.5,3.0,2.5,2.5,2.5,3.5,0.0,1.0,2.0,Weak
9.0,9.5,7.0,8.0,8.0,8.0,7.8,0.9,7.9,Good
5.5,6.0,5.0,6.0,4.5,6.0,5.5,0.6,5.6,Average
5.0,6.0,4.0,4.5,5.0,4.5,5.2,0.7,4.8,Weak
4.0,6.0,5.0,4.0,4.5,3.5,4.8,0.6,4.8,Weak
5.0,8.0,6.5,5.5,6.0,6.0,5.3,0.9,5.9,Average
6.0,6.5,6.5,5.5,7.5,5.0,6.6,0.6,6.4,Average
4.0,5.5,6.0,5.5,5.0,5.0,5.4,0.6,5.1,Average
4.5,6.0,5.0,4.0,6.5,5.5,5.0,0.8,5.2,Average
5.5,5.0,3.5,3.5,4.5,3.5,3.8,1.0,4.0,Weak
3.0,2.5,3.5,3.5,3.0,2.5,0.1,1.0,2.2,Weak
6.0,5.5,4.0,4.0,5.0,4.0,3.8,1.0,4.0,Weak
6.0,5.0,6.0,6.5,5.5,7.0,4.9,1.0,5.5,Average
10.0,10.0,9.5,10.0,9.0,9.0,9.0,1.0,9.1,Excellent
6.5,7.0,9.0,8.0,7.5,7.5,6.5,0.9,6.9,Good
8.5,8.0,9.0,9.0,8.0,9.0,8.9,0.6,8.8,Excellent
8.5,7.0,6.5,8.5,7.5,8.5,7.5,1.0,7.5,Good
5.0,7.0,6.5,5.5,5.0,6.0,5.2,1.0,5.2,Average
0.0,0.0,1.0,0.0,0.0,4.5,0.2,1.0,1.2,Weak
5.0,6.0,5.0,4.0,5.0,5.5,6.2,0.6,5.8,Average
3.0,5.0,4.0,4.5,3.5,4.0,5.0,1.0,4.7,Weak
3.5,3.0,3.5,2.5,3.5,3.5,4.0,0.8,3.9,Weak
5.0,6.0,3.5,7.0,8.0,7.0,7.0,0.8,7.0,Good
5.5,5.0,4.5,5.5,6.0,4.5,4.9,0.9,4.7,Weak
6.0,7.0,5.5,5.5,6.0,5.5,6.0,0.6,6.2,Average
7.0,7.0,6.0,6.0,7.0,7.0,5.4,0.6,5.7,Average
1.5,0.5,0.0,0.0,0.0,5.5,0.0,1.0,1.5,Weak
5.5,6.0,7.5,5.0,5.5,5.5,5.3,0.6,5.6,Average
5.5,5.5,6.5,6.5,5.5,6.0,6.8,0.6,6.6,Good
7.5,7.0,8.0,7.0,7.0,6.0,7.6,1.0,7.4,Good
0.5,0.0,0.5,0.5,0.0,2.5,0.0,1.0,0.7,Weak
6.0,3.5,6.5,3.5,4.5,4.5,4.6,0.6,4.6,Weak
5.5,3.5,4.5,5.5,3.0,5.0,3.7,0.6,3.9,Weak
4.5,6.5,5.5,5.5,5.0,5.5,6.7,1.0,6.1,Average
4.5,4.5,6.0,5.0,4.5,5.0,4.9,0.8,5.0,Average
7.5,8.5,5.5,6.5,8.0,7.5,6.6,0.9,6.7,Good
6.5,8.0,7.5,7.0,8.5,6.0,7.3,0.7,6.6,Good
3.5,5.0,6.0,5.0,4.5,6.0,5.6,0.6,5.3,Average
4.0,4.0,5.0,4.0,5.5,4.5,4.0,0.9,4.3,Weak
3.0,3.0,3.5,4.5,5.0,3.0,4.4,0.9,4.2,Weak
5.0,8.0,6.5,5.5,6.0,6.0,5.4,0.9,5.9,Average
10.0,7.5,8.5,9.5,10.0,9.5,9.5,0.8,9.6,Excellent
4.5,5.5,6.5,6.5,6.5,5.5,5.0,0.85,5.7,Average
9.5,9.5,8.5,9.5,8.0,8.0,9.2,1.0,9.1,Excellent
0.5,0.0,0.5,0.0,0.0,3.0,0.0,1.0,0.8,Weak
7.5,7.5,6.5,8.5,7.0,8.0,7.5,0.6,7.6,Good
8.5,6.0,7.0,6.5,7.0,5.5,7.5,0.95,7.1,Good
5.0,5.0,4.0,3.5,6.0,4.0,4.7,0.9,4.8,Weak
7.0,7.0,7.0,6.0,7.5,7.0,7.0,0.6,7.0,Good
8.5,7.5,8.0,6.5,8.0,7.5,7.5,1.0,7.2,Good
3.5,4.0,5.0,5.5,3.5,4.5,4.0,0.9,4.6,Weak
6.0,6.5,6.0,6.0,6.5,5.0,5.9,0.6,5.7,Average
5.5,4.5,5.0,4.0,4.0,4.0,4.9,0.6,4.6,Weak
8.5,8.5,8.0,7.5,7.0,8.0,6.6,0.6,7.1,Good
2.5,2.0,2.5,3.5,2.5,3.5,3.2,0.8,3.0,Weak
5.0,7.0,6.5,7.0,6.0,4.5,5.9,1.0,5.4,Average
5.0,2.5,5.5,5.0,5.0,5.0,5.2,0.6,5.2,Average
10.0,9.5,10.0,9.5,8.5,9.0,9.6,0.6,9.3,Excellent
0.0,0.5,0.5,0.5,0.5,3.5,0.0,1.0,1.0,Weak
3.5,4.0,4.0,3.0,5.5,5.0,4.5,0.6,4.4,Weak
6.0,5.5,6.0,5.5,6.0,7.0,6.0,0.6,6.2,Average
5.5,4.0,4.0,5.0,4.5,4.5,5.1,0.7,4.7,Weak
4.5,3.0,2.5,2.5,2.5,3.5,0.1,1.0,2.0,Weak
7.0,10.0,7.0,7.0,7.0,7.5,7.8,0.8,7.5,Good
6.5,6.5,5.5,5.5,6.5,6.5,5.1,0.6,5.7,Average
6.0,5.0,5.0,7.0,7.0,5.0,5.8,0.9,6.0,Average
4.0,6.5,5.5,5.0,5.0,3.5,4.0,0.9,4.3,Weak
5.5,6.5,6.5,6.5,5.0,5.0,5.8,0.6,5.7,Average
6.0,4.0,6.5,4.0,4.0,5.0,4.9,1.0,4.9,Weak
6.0,6.0,7.0,6.5,6.0,6.0,6.1,1.0,6.1,Average
1.5,4.0,4.0,3.0,2.5,3.0,2.4,0.6,2.8,Weak
6.5,4.5,7.5,6.5,6.0,6.5,7.5,0.65,6.6,Good
3.5,3.5,2.5,4.5,5.0,3.0,3.7,0.6,3.7,Weak
4.5,4.0,3.5,4.5,5.0,3.5,4.9,0.9,4.7,Weak
2.5,6.0,2.0,2.0,3.5,4.0,4.6,0.7,3.8,Weak
5.0,6.0,4.0,4.0,5.5,3.0,5.3,0.8,4.4,Weak
7.0,6.0,4.0,7.0,6.0,5.5,5.0,1.0,5.2,Average
7.0,7.5,7.5,6.5,8.5,6.0,6.3,0.6,6.4,Average
5.0,3.5,4.0,4.0,3.5,2.5,3.6,1.0,3.4,Weak
8.5,8.5,10.0,9.0,7.5,8.0,8.5,0.9,8.4,Excellent
6.0,4.5,5.5,3.0,4.0,4.5,4.4,0.6,4.5,Weak
5.5,6.5,7.0,6.0,6.0,5.0,5.7,0.6,5.6,Average
7.5,8.0,7.0,8.0,7.5,8.0,7.9,0.6,7.7,Good
4.0,5.5,7.0,6.5,6.5,7.0,6.7,0.6,6.4,Average
3.5,5.5,5.5,6.0,6.0,5.5,5.3,0.9,5.3,Average
4.0,6.0,4.5,5.5,6.0,5.0,5.5,0.9,5.1,Average
8.0,8.0,7.5,7.0,6.5,7.5,6.4,0.6,7.1,Good
5.5,6.5,6.5,6.5,5.0,5.0,6.0,0.6,5.7,Average
9.0,9.5,7.0,8.0,8.0,8.0,7.2,0.9,7.9,Good
5.0,3.5,4.5,6.0,4.5,5.5,4.4,0.6,4.4,Weak
8.5,8.0,8.0,6.5,7.0,7.0,7.6,0.9,7.4,Good
4.0,4.0,5.0,6.5,5.5,5.0,4.8,0.6,5.1,Average
5.0,5.0,5.0,3.5,3.5,4.5,0.1,1.0,3.2,Weak
5.0,6.0,6.0,6.0,4.5,4.5,6.1,0.6,5.7,Average
5.5,7.0,7.0,7.5,5.0,6.0,5.6,0.8,5.6,Average
3.5,4.5,3.0,4.0,3.5,3.5,0.0,1.0,2.4,Weak
5.5,5.5,5.5,4.0,4.0,5.0,0.0,1.0,3.2,Weak
3.5,3.5,3.0,3.5,4.5,4.5,5.2,0.7,4.8,Weak
7.0,5.0,7.0,5.0,5.5,8.0,6.9,1.0,6.4,Average
4.5,4.0,4.0,4.0,4.5,5.0,4.1,0.6,4.0,Weak
3.0,2.5,4.5,4.0,4.5,3.5,4.2,0.85,3.8,Weak
4.5,3.5,4.5,5.0,4.0,5.5,4.9,1.0,5.5,Average
9.0,7.5,7.5,9.5,7.5,7.5,9.0,0.8,8.6,Excellent
2.5,2.0,2.5,3.5,2.5,3.5,3.1,0.8,3.0,Weak
6.5,7.5,6.5,6.0,7.0,6.5,6.3,0.6,6.6,Good
3.5,4.0,5.5,4.5,5.0,5.0,4.4,0.9,4.6,Weak
10.0,8.0,9.0,10.0,10.0,10.0,10.0,0.8,9.6,Excellent
9.5,8.0,8.0,10.0,8.0,8.0,9.2,0.8,8.6,Excellent
4.0,5.5,5.0,3.5,2.0,3.5,4.1,0.6,4.1,Weak
4.0,4.5,3.5,4.0,4.0,4.0,3.7,1.0,4.0,Weak
3.5,2.5,2.5,4.5,3.0,3.0,4.0,0.6,3.8,Weak
8.5,8.0,8.0,6.5,7.0,7.0,7.3,0.9,7.4,Good
7.0,8.0,8.0,7.0,5.5,7.0,5.7,0.85,6.1,Average
5.5,4.0,4.0,5.0,4.5,4.5,5.4,0.7,4.7,Weak
6.5,7.5,7.5,8.5,7.5,8.0,7.4,1.0,7.7,Good
3.0,5.0,3.0,5.0,2.0,4.5,4.4,0.6,4.5,Weak
4.5,4.5,3.5,5.0,5.0,5.0,5.3,0.6,5.3,Average
6.0,6.0,7.0,6.5,6.0,6.0,6.4,1.0,6.1,Average
0.0,0.0,0.0,0.5,0.5,3.0,0.0,1.0,0.8,Weak
4.0,0.5,2.0,1.5,2.0,1.0,2.5,0.6,2.2,Weak
7.5,7.5,8.5,7.0,6.0,7.5,7.1,0.7,7.2,Good
3.5,2.5,3.0,2.0,2.0,3.0,2.9,0.7,2.8,Weak
6.0,6.0,5.0,5.0,6.0,6.0,5.4,0.6,5.7,Average
0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,Weak
8.0,5.0,6.5,8.5,7.0,6.0,7.5,1.0,7.0,Good
5.5,4.5,6.5,5.5,6.0,5.5,4.9,0.6,5.0,Average
5.0,7.0,6.0,6.0,5.5,6.0,6.5,1.0,6.1,Average
6.0,6.5,7.0,5.0,6.5,5.5,4.9,0.8,5.2,Average
5.0,4.5,4.5,5.0,5.0,5.5,5.0,0.7,5.1,Average
3.0,2.5,4.5,4.0,4.5,3.5,3.7,0.85,3.8,Weak
4.0,1.5,3.0,4.5,4.0,3.0,4.2,0.6,3.6,Weak
6.5,7.0,3.5,4.5,4.5,6.0,5.5,0.6,5.8,Average
5.0,7.0,5.5,6.0,6.0,7.0,5.4,0.6,6.0,Average
5.5,7.5,5.5,7.0,6.0,5.0,5.8,1.0,5.6,Average
8.0,6.5,4.0,6.5,6.5,5.5,5.8,0.8,5.5,Average
0.0,0.0,1.0,0.0,1.0,6.0,0.1,1.0,1.7,Weak
5.5,5.5,6.5,6.5,7.0,7.0,5.8,0.8,6.2,Average
7.5,8.5,9.0,8.5,6.5,8.0,7.2,0.6,7.8,Good
7.5,5.5,6.5,8.0,6.0,5.0,6.2,0.7,6.2,Average
9.0,7.5,10.0,7.5,8.0,8.0,8.8,1.0,8.5,Excellent
5.5,5.5,6.5,6.0,7.0,6.0,7.0,0.7,6.7,Good
5.5,6.5,6.5,6.5,5.0,5.0,6.3,0.6,5.7,Average
4.0,5.5,6.5,4.0,6.0,5.0,4.9,0.9,5.1,Average
6.5,7.0,9.0,7.0,7.0,8.5,8.3,0.8,7.8,Good
6.0,5.5,4.0,5.5,5.5,4.0,5.2,0.6,4.7,Weak
7.5,5.5,4.0,5.0,5.5,5.0,5.0,1.0,5.5,Average
6.5,3.0,5.0,5.5,5.5,4.0,4.9,0.7,4.5,Weak
8.0,7.5,8.5,7.5,7.5,6.5,7.9,1.0,7.4,Good
10.0,9.5,10.0,8.5,9.5,9.0,9.0,0.7,9.2,Excellent
4.5,7.5,5.0,6.0,6.0,6.0,5.8,0.9,5.9,Average
3.5,3.5,4.5,4.5,3.5,5.0,4.6,1.0,4.4,Weak
6.5,7.5,6.0,6.0,6.5,6.0,6.1,0.6,6.2,Average
3.5,5.5,4.5,3.5,4.0,4.5,0.0,1.0,2.8,Weak
7.0,9.0,8.5,8.0,7.0,7.5,7.2,1.0,7.3,Good
8.0,8.0,7.5,7.5,7.0,8.0,8.0,0.75,7.8,Good
7.0,8.0,7.0,6.5,7.5,7.0,6.5,0.6,6.6,Good
6.5,4.5,5.5,6.0,5.5,3.0,4.2,0.8,4.4,Weak
7.0,5.0,6.5,5.5,6.0,6.0,7.0,0.8,6.7,Good
1.5,2.0,3.0,0.5,0.5,3.0,0.0,1.0,1.3,Weak
7.0,7.0,6.0,6.0,7.0,7.0,5.4,0.6,5.7,Average
3.0,5.0,3.5,4.5,3.0,4.5,4.9,0.6,4.5,Weak
5.5,5.5,4.0,5.0,5.0,5.5,5.2,0.8,5.3,Average
3.5,4.0,4.0,3.0,5.5,5.0,4.5,0.6,4.4,Weak
5.5,5.5,7.0,7.0,6.0,7.0,6.7,0.6,6.5,Good
6.0,4.5,5.5,3.0,5.0,3.0,3.3,0.7,3.5,Weak
6.0,5.0,8.5,6.5,7.5,6.0,8.1,0.9,7.3,Good
3.5,4.5,3.0,4.0,3.5,3.5,0.0,1.0,2.4,Weak
7.5,8.5,9.0,8.5,6.5,8.0,7.5,0.6,7.8,Good
4.0,2.5,3.5,5.0,3.5,4.5,4.0,0.6,4.4,Weak
3.5,2.5,3.0,5.0,3.5,4.0,5.4,1.0,4.4,Weak
5.5,5.5,7.5,5.5,5.5,5.5,5.6,0.9,5.6,Average
8.0,8.5,7.5,8.5,8.0,8.5,7.5,0.6,7.7,Good
8.5,7.0,7.5,8.5,9.0,9.0,9.1,0.9,9.0,Excellent
6.0,6.0,5.5,6.0,6.5,6.0,6.5,1.0,6.5,Good
6.5,7.0,9.0,7.0,7.0,8.5,7.8,0.8,7.8,Good
7.0,5.5,8.0,7.0,7.5,7.0,7.2,0.6,7.5,Good
7.5,7.0,8.0,9.0,7.0,7.0,7.2,0.9,7.6,Good
5.5,5.5,4.5,6.0,5.0,6.5,5.4,0.6,5.7,Average
6.5,6.5,7.0,5.5,5.5,5.5,7.6,0.7,6.6,Good
8.0,9.0,8.0,7.5,8.5,5.5,7.4,0.9,7.3,Good
6.5,5.5,3.5,6.5,5.5,5.0,4.7,1.0,5.2,Average
6.0,6.0,6.5,4.5,5.5,6.0,5.9,0.6,5.8,Average
4.5,2.5,4.5,4.5,3.5,5.0,4.9,0.6,4.9,Weak
0.0,0.5,0.0,0.0,0.0,2.5,0.2,1.0,0.7,Weak
3.5,5.0,7.0,5.0,4.5,3.5,4.9,0.9,4.6,Weak
4.5,4.5,6.0,5.0,5.0,5.0,4.6,0.6,4.5,Weak
7.0,5.0,7.5,5.0,5.0,5.5,7.2,0.9,6.4,Average
8.0,8.5,9.0,9.5,10.0,8.5,8.2,0.6,8.3,Excellent
5.0,5.0,5.5,4.5,3.5,5.0,4.2,0.9,3.8,Weak
3.5,5.0,6.0,5.0,4.5,6.0,5.6,0.6,5.3,Average
6.0,6.0,6.0,5.5,5.5,6.5,5.9,0.6,6.0,Average
5.0,3.0,4.0,4.0,3.0,4.5,4.2,0.6,4.0,Weak
5.0,3.5,4.5,2.5,5.0,4.0,3.1,0.8,3.3,Weak
3.0,5.0,3.5,4.0,4.5,4.5,5.7,0.7,5.0,Average
7.0,4.5,3.0,7.5,6.0,7.0,6.5,0.6,6.3,Average
3.0,3.5,3.5,4.0,2.5,3.0,3.8,0.6,3.5,Weak
6.0,6.0,8.5,6.0,5.5,8.0,8.0,0.6,7.3,Good
4.0,6.0,5.0,6.0,6.0,4.5,5.3,0.9,5.1,Average
6.5,5.0,5.5,8.0,6.5,6.0,6.8,0.8,6.4,Average
5.0,7.5,6.5,5.5,6.0,6.5,5.9,1.0,6.1,Average
5.5,4.5,5.0,5.5,5.5,5.5,5.4,0.8,5.4,Average
8.5,6.5,5.0,6.0,6.5,6.0,5.1,1.0,5.5,Average
1.5,3.0,1.5,2.0,3.0,3.0,2.3,0.6,2.5,Weak
4.0,4.5,4.5,2.0,6.5,3.5,5.1,0.8,4.7,Weak
5.0,4.5,5.0,4.5,5.5,5.0,5.9,0.7,5.1,Average
4.5,5.0,5.5,6.0,6.5,6.5,5.6,0.6,5.5,Average
7.0,6.5,10.0,7.0,8.0,7.0,7.7,0.8,7.4,Good
7.0,7.0,7.0,7.5,8.0,9.0,7.9,1.0,8.0,Excellent
4.0,4.0,2.5,4.0,5.0,4.0,4.0,0.6,4.0,Weak
